Trainn acc .	Test acc .	
 5.4622e+01	 6.3499e+01	
 5.4571e+01	 6.3448e+01	
 5.4520e+01	 6.3396e+01	
 5.4470e+01	 6.3343e+01	
 5.4419e+01	 6.3292e+01	
 5.4368e+01	 6.3243e+01	
 5.4317e+01	 6.3191e+01	
 5.4267e+01	 6.3136e+01	
 5.4216e+01	 6.3087e+01	
 5.4166e+01	 6.3034e+01	
 5.4115e+01	 6.2983e+01	
 5.4064e+01	 6.2932e+01	
 5.4014e+01	 6.2880e+01	
 5.3963e+01	 6.2830e+01	
 5.3913e+01	 6.2781e+01	
 5.3862e+01	 6.2730e+01	
 5.3812e+01	 6.2680e+01	
 5.3762e+01	 6.2634e+01	
 5.3712e+01	 6.2588e+01	
 5.3662e+01	 6.2540e+01	
 5.3612e+01	 6.2491e+01	
 5.3562e+01	 6.2443e+01	
 5.3511e+01	 6.2396e+01	
 5.3461e+01	 6.2345e+01	
 5.3411e+01	 6.2295e+01	
 5.3361e+01	 6.2244e+01	
 5.3312e+01	 6.2194e+01	
 5.3262e+01	 6.2144e+01	
 5.3212e+01	 6.2093e+01	
 5.3163e+01	 6.2047e+01	
 5.3113e+01	 6.1999e+01	
 5.3063e+01	 6.1949e+01	
 5.3014e+01	 6.1900e+01	
 5.2964e+01	 6.1852e+01	
 5.2915e+01	 6.1803e+01	
 5.2866e+01	 6.1755e+01	
 5.2817e+01	 6.1709e+01	
 5.2769e+01	 6.1661e+01	
 5.2720e+01	 6.1615e+01	
 5.2671e+01	 6.1568e+01	
 5.2623e+01	 6.1520e+01	
 5.2575e+01	 6.1472e+01	
 5.2526e+01	 6.1416e+01	
 5.2478e+01	 6.1368e+01	
 5.2430e+01	 6.1332e+01	
 5.2382e+01	 6.1276e+01	
 5.2333e+01	 6.1227e+01	
 5.2285e+01	 6.1189e+01	
 5.2237e+01	 6.1130e+01	
 5.2189e+01	 6.1084e+01	
 5.2142e+01	 6.1035e+01	
 5.2095e+01	 6.0988e+01	
 5.2048e+01	 6.0952e+01	
 5.2001e+01	 6.0894e+01	
 5.1955e+01	 6.0850e+01	
 5.1908e+01	 6.0804e+01	
 5.1861e+01	 6.0760e+01	
 5.1814e+01	 6.0712e+01	
 5.1768e+01	 6.0664e+01	
 5.1722e+01	 6.0628e+01	
 5.1675e+01	 6.0569e+01	
 5.1629e+01	 6.0524e+01	
 5.1583e+01	 6.0476e+01	
 5.1537e+01	 6.0428e+01	
 5.1491e+01	 6.0380e+01	
 5.1445e+01	 6.0334e+01	
 5.1399e+01	 6.0287e+01	
 5.1353e+01	 6.0239e+01	
 5.1307e+01	 6.0195e+01	
 5.1262e+01	 6.0148e+01	
 5.1216e+01	 6.0104e+01	
 5.1171e+01	 6.0059e+01	
 5.1126e+01	 6.0012e+01	
 5.1081e+01	 5.9966e+01	
 5.1036e+01	 5.9921e+01	
 5.0992e+01	 5.9875e+01	
 5.0948e+01	 5.9833e+01	
 5.0903e+01	 5.9786e+01	
 5.0859e+01	 5.9742e+01	
 5.0814e+01	 5.9697e+01	
 5.0770e+01	 5.9652e+01	
 5.0727e+01	 5.9607e+01	
 5.0683e+01	 5.9563e+01	
 5.0639e+01	 5.9519e+01	
 5.0595e+01	 5.9475e+01	
 5.0552e+01	 5.9430e+01	
 5.0509e+01	 5.9387e+01	
 5.0465e+01	 5.9341e+01	
 5.0422e+01	 5.9296e+01	
 5.0379e+01	 5.9252e+01	
 5.0336e+01	 5.9207e+01	
 5.0294e+01	 5.9163e+01	
 5.0252e+01	 5.9118e+01	
 5.0209e+01	 5.9073e+01	
 5.0167e+01	 5.9030e+01	
 5.0126e+01	 5.8987e+01	
 5.0084e+01	 5.8944e+01	
 5.0043e+01	 5.8905e+01	
 5.0002e+01	 5.8873e+01	
 4.9961e+01	 5.8822e+01	
 4.9920e+01	 5.8781e+01	
 4.9879e+01	 5.8740e+01	
 4.9838e+01	 5.8700e+01	
 4.9798e+01	 5.8659e+01	
 4.9757e+01	 5.8617e+01	
 4.9717e+01	 5.8574e+01	
 4.9676e+01	 5.8533e+01	
 4.9636e+01	 5.8502e+01	
 4.9596e+01	 5.8450e+01	
 4.9557e+01	 5.8411e+01	
 4.9517e+01	 5.8371e+01	
 4.9478e+01	 5.8331e+01	
 4.9438e+01	 5.8291e+01	
 4.9400e+01	 5.8253e+01	
 4.9361e+01	 5.8214e+01	
 4.9322e+01	 5.8174e+01	
 4.9283e+01	 5.8136e+01	
 4.9244e+01	 5.8096e+01	
 4.9205e+01	 5.8056e+01	
 4.9167e+01	 5.8016e+01	
 4.9129e+01	 5.7976e+01	
 4.9091e+01	 5.7937e+01	
 4.9053e+01	 5.7898e+01	
 4.9016e+01	 5.7859e+01	
 4.8978e+01	 5.7821e+01	
 4.8941e+01	 5.7783e+01	
 4.8904e+01	 5.7745e+01	
 4.8867e+01	 5.7707e+01	
 4.8830e+01	 5.7670e+01	
 4.8793e+01	 5.7633e+01	
 4.8757e+01	 5.7595e+01	
 4.8720e+01	 5.7558e+01	
 4.8684e+01	 5.7520e+01	
 4.8648e+01	 5.7483e+01	
 4.8612e+01	 5.7446e+01	
 4.8575e+01	 5.7410e+01	
 4.8540e+01	 5.7372e+01	
 4.8504e+01	 5.7338e+01	
 4.8468e+01	 5.7304e+01	
 4.8432e+01	 5.7267e+01	
 4.8397e+01	 5.7230e+01	
 4.8362e+01	 5.7193e+01	
 4.8326e+01	 5.7158e+01	
 4.8291e+01	 5.7121e+01	
 4.8255e+01	 5.7087e+01	
 4.8220e+01	 5.7049e+01	
 4.8185e+01	 5.7013e+01	
 4.8150e+01	 5.6978e+01	
 4.8115e+01	 5.6936e+01	
 4.8081e+01	 5.6901e+01	
 4.8046e+01	 5.6863e+01	
 4.8011e+01	 5.6828e+01	
 4.7976e+01	 5.6792e+01	
 4.7941e+01	 5.6757e+01	
 4.7906e+01	 5.6724e+01	
 4.7872e+01	 5.6687e+01	
 4.7838e+01	 5.6654e+01	
 4.7803e+01	 5.6619e+01	
 4.7769e+01	 5.6584e+01	
 4.7735e+01	 5.6549e+01	
 4.7702e+01	 5.6516e+01	
 4.7668e+01	 5.6484e+01	
 4.7634e+01	 5.6448e+01	
 4.7600e+01	 5.6413e+01	
 4.7566e+01	 5.6380e+01	
 4.7533e+01	 5.6344e+01	
 4.7499e+01	 5.6308e+01	
 4.7465e+01	 5.6272e+01	
 4.7432e+01	 5.6236e+01	
 4.7399e+01	 5.6199e+01	
 4.7366e+01	 5.6165e+01	
 4.7332e+01	 5.6127e+01	
 4.7299e+01	 5.6091e+01	
 4.7265e+01	 5.6054e+01	
 4.7232e+01	 5.6019e+01	
 4.7199e+01	 5.5982e+01	
 4.7166e+01	 5.5946e+01	
 4.7133e+01	 5.5910e+01	
 4.7101e+01	 5.5876e+01	
 4.7069e+01	 5.5835e+01	
 4.7036e+01	 5.5805e+01	
 4.7004e+01	 5.5771e+01	
 4.6972e+01	 5.5731e+01	
 4.6940e+01	 5.5700e+01	
 4.6908e+01	 5.5666e+01	
 4.6876e+01	 5.5626e+01	
 4.6845e+01	 5.5592e+01	
 4.6813e+01	 5.5563e+01	
 4.6782e+01	 5.5525e+01	
 4.6751e+01	 5.5491e+01	
 4.6719e+01	 5.5457e+01	
 4.6688e+01	 5.5425e+01	
 4.6657e+01	 5.5390e+01	
 4.6626e+01	 5.5354e+01	
 4.6595e+01	 5.5319e+01	
 4.6565e+01	 5.5285e+01	
 4.6534e+01	 5.5252e+01	
 4.6503e+01	 5.5218e+01	
 4.6473e+01	 5.5185e+01	
 4.6442e+01	 5.5150e+01	
 4.6412e+01	 5.5116e+01	
 4.6382e+01	 5.5082e+01	
 4.6352e+01	 5.5048e+01	
 4.6322e+01	 5.5016e+01	
 4.6292e+01	 5.4983e+01	
 4.6262e+01	 5.4948e+01	
 4.6233e+01	 5.4915e+01	
 4.6203e+01	 5.4882e+01	
 4.6174e+01	 5.4849e+01	
 4.6145e+01	 5.4817e+01	
 4.6116e+01	 5.4785e+01	
 4.6087e+01	 5.4753e+01	
 4.6058e+01	 5.4722e+01	
 4.6030e+01	 5.4693e+01	
 4.6001e+01	 5.4664e+01	
 4.5973e+01	 5.4633e+01	
 4.5944e+01	 5.4604e+01	
 4.5916e+01	 5.4574e+01	
 4.5887e+01	 5.4543e+01	
 4.5859e+01	 5.4512e+01	
 4.5831e+01	 5.4481e+01	
 4.5803e+01	 5.4451e+01	
 4.5775e+01	 5.4422e+01	
 4.5747e+01	 5.4393e+01	
 4.5718e+01	 5.4365e+01	
 4.5690e+01	 5.4335e+01	
 4.5662e+01	 5.4305e+01	
 4.5634e+01	 5.4275e+01	
 4.5607e+01	 5.4245e+01	
 4.5579e+01	 5.4216e+01	
 4.5551e+01	 5.4186e+01	
 4.5523e+01	 5.4157e+01	
 4.5496e+01	 5.4129e+01	
 4.5468e+01	 5.4100e+01	
 4.5440e+01	 5.4072e+01	
 4.5413e+01	 5.4044e+01	
 4.5385e+01	 5.4014e+01	
 4.5358e+01	 5.3987e+01	
 4.5331e+01	 5.3958e+01	
 4.5304e+01	 5.3929e+01	
 4.5277e+01	 5.3900e+01	
 4.5250e+01	 5.3871e+01	
 4.5223e+01	 5.3845e+01	
 4.5196e+01	 5.3815e+01	
 4.5169e+01	 5.3786e+01	
 4.5142e+01	 5.3759e+01	
 4.5114e+01	 5.3730e+01	
 4.5087e+01	 5.3701e+01	
 4.5060e+01	 5.3675e+01	
 4.5033e+01	 5.3647e+01	
 4.5006e+01	 5.3618e+01	
 4.4979e+01	 5.3590e+01	
 4.4953e+01	 5.3555e+01	
 4.4926e+01	 5.3534e+01	
 4.4899e+01	 5.3505e+01	
 4.4873e+01	 5.3468e+01	
 4.4846e+01	 5.3449e+01	
 4.4819e+01	 5.3418e+01	
 4.4792e+01	 5.3383e+01	
 4.4766e+01	 5.3362e+01	
 4.4739e+01	 5.3333e+01	
 4.4713e+01	 5.3306e+01	
 4.4687e+01	 5.3279e+01	
 4.4660e+01	 5.3252e+01	
 4.4634e+01	 5.3225e+01	
 4.4608e+01	 5.3197e+01	
 4.4582e+01	 5.3170e+01	
 4.4556e+01	 5.3143e+01	
 4.4530e+01	 5.3108e+01	
 4.4504e+01	 5.3089e+01	
 4.4477e+01	 5.3060e+01	
 4.4451e+01	 5.3033e+01	
 4.4425e+01	 5.3006e+01	
 4.4399e+01	 5.2980e+01	
 4.4374e+01	 5.2953e+01	
 4.4348e+01	 5.2919e+01	
 4.4322e+01	 5.2900e+01	
 4.4296e+01	 5.2876e+01	
 4.4270e+01	 5.2849e+01	
 4.4244e+01	 5.2814e+01	
 4.4219e+01	 5.2796e+01	
 4.4193e+01	 5.2761e+01	
 4.4168e+01	 5.2744e+01	
 4.4142e+01	 5.2708e+01	
 4.4117e+01	 5.2691e+01	
 4.4092e+01	 5.2657e+01	
 4.4067e+01	 5.2640e+01	
 4.4042e+01	 5.2604e+01	
 4.4017e+01	 5.2588e+01	
 4.3993e+01	 5.2561e+01	
 4.3968e+01	 5.2527e+01	
 4.3943e+01	 5.2511e+01	
 4.3918e+01	 5.2476e+01	
 4.3894e+01	 5.2462e+01	
 4.3869e+01	 5.2428e+01	
 4.3845e+01	 5.2415e+01	
 4.3820e+01	 5.2382e+01	
 4.3796e+01	 5.2358e+01	
 4.3771e+01	 5.2333e+01	
 4.3746e+01	 5.2309e+01	
 4.3722e+01	 5.2284e+01	
 4.3697e+01	 5.2259e+01	
 4.3672e+01	 5.2235e+01	
 4.3647e+01	 5.2211e+01	
 4.3622e+01	 5.2187e+01	
 4.3597e+01	 5.2170e+01	
 4.3573e+01	 5.2144e+01	
 4.3548e+01	 5.2121e+01	
 4.3523e+01	 5.2096e+01	
 4.3499e+01	 5.2072e+01	
 4.3474e+01	 5.2048e+01	
 4.3450e+01	 5.2024e+01	
 4.3426e+01	 5.2001e+01	
 4.3401e+01	 5.1976e+01	
 4.3377e+01	 5.1952e+01	
 4.3353e+01	 5.1929e+01	
 4.3329e+01	 5.1902e+01	
 4.3305e+01	 5.1886e+01	
 4.3281e+01	 5.1855e+01	
 4.3257e+01	 5.1841e+01	
 4.3233e+01	 5.1809e+01	
 4.3209e+01	 5.1797e+01	
 4.3186e+01	 5.1773e+01	
 4.3162e+01	 5.1744e+01	
 4.3139e+01	 5.1731e+01	
 4.3115e+01	 5.1698e+01	
 4.3092e+01	 5.1685e+01	
 4.3069e+01	 5.1661e+01	
 4.3046e+01	 5.1631e+01	
 4.3023e+01	 5.1618e+01	
 4.2999e+01	 5.1594e+01	
 4.2977e+01	 5.1565e+01	
 4.2954e+01	 5.1552e+01	
 4.2931e+01	 5.1527e+01	
 4.2908e+01	 5.1497e+01	
 4.2885e+01	 5.1484e+01	
 4.2862e+01	 5.1463e+01	
 4.2840e+01	 5.1434e+01	
 4.2817e+01	 5.1421e+01	
 4.2795e+01	 5.1390e+01	
 4.2772e+01	 5.1378e+01	
 4.2750e+01	 5.1347e+01	
 4.2728e+01	 5.1327e+01	
 4.2705e+01	 5.1314e+01	
 4.2683e+01	 5.1284e+01	
 4.2660e+01	 5.1272e+01	
 4.2637e+01	 5.1240e+01	
 4.2615e+01	 5.1229e+01	
 4.2592e+01	 5.1198e+01	
 4.2569e+01	 5.1186e+01	
 4.2547e+01	 5.1155e+01	
 4.2524e+01	 5.1144e+01	
 4.2502e+01	 5.1113e+01	
 4.2479e+01	 5.1103e+01	
 4.2457e+01	 5.1080e+01	
 4.2434e+01	 5.1053e+01	
 4.2412e+01	 5.1041e+01	
 4.2389e+01	 5.1011e+01	
 4.2367e+01	 5.0999e+01	
 4.2344e+01	 5.0977e+01	
 4.2322e+01	 5.0950e+01	
 4.2299e+01	 5.0939e+01	
 4.2277e+01	 5.0909e+01	
 4.2254e+01	 5.0899e+01	
 4.2232e+01	 5.0878e+01	
 4.2210e+01	 5.0852e+01	
 4.2187e+01	 5.0838e+01	
 4.2165e+01	 5.0815e+01	
 4.2143e+01	 5.0786e+01	
 4.2121e+01	 5.0773e+01	
 4.2098e+01	 5.0749e+01	
 4.2077e+01	 5.0721e+01	
 4.2055e+01	 5.0708e+01	
 4.2034e+01	 5.0684e+01	
 4.2012e+01	 5.0664e+01	
 4.1991e+01	 5.0642e+01	
 4.1970e+01	 5.0621e+01	
 4.1949e+01	 5.0592e+01	
 4.1928e+01	 5.0581e+01	
 4.1908e+01	 5.0558e+01	
 4.1887e+01	 5.0539e+01	
 4.1866e+01	 5.0517e+01	
 4.1846e+01	 5.0497e+01	
 4.1826e+01	 5.0476e+01	
 4.1805e+01	 5.0456e+01	
 4.1785e+01	 5.0437e+01	
 4.1765e+01	 5.0416e+01	
 4.1745e+01	 5.0396e+01	
 4.1725e+01	 5.0377e+01	
 4.1705e+01	 5.0357e+01	
 4.1686e+01	 5.0338e+01	
 4.1666e+01	 5.0318e+01	
 4.1646e+01	 5.0299e+01	
 4.1626e+01	 5.0280e+01	
 4.1607e+01	 5.0261e+01	
 4.1587e+01	 5.0242e+01	
 4.1568e+01	 5.0223e+01	
 4.1549e+01	 5.0204e+01	
 4.1530e+01	 5.0185e+01	
 4.1511e+01	 5.0167e+01	
 4.1492e+01	 5.0148e+01	
 4.1473e+01	 5.0130e+01	
 4.1454e+01	 5.0111e+01	
 4.1435e+01	 5.0093e+01	
 4.1417e+01	 5.0075e+01	
 4.1398e+01	 5.0057e+01	
 4.1380e+01	 5.0039e+01	
 4.1361e+01	 5.0021e+01	
 4.1343e+01	 5.0003e+01	
 4.1324e+01	 4.9985e+01	
 4.1306e+01	 4.9967e+01	
 4.1287e+01	 4.9950e+01	
 4.1269e+01	 4.9932e+01	
 4.1251e+01	 4.9914e+01	
 4.1232e+01	 4.9896e+01	
 4.1214e+01	 4.9879e+01	
 4.1196e+01	 4.9861e+01	
 4.1178e+01	 4.9843e+01	
 4.1159e+01	 4.9827e+01	
 4.1141e+01	 4.9810e+01	
 4.1123e+01	 4.9793e+01	
 4.1105e+01	 4.9776e+01	
 4.1087e+01	 4.9759e+01	
 4.1069e+01	 4.9742e+01	
 4.1051e+01	 4.9726e+01	
 4.1033e+01	 4.9709e+01	
 4.1015e+01	 4.9692e+01	
 4.0998e+01	 4.9675e+01	
 4.0980e+01	 4.9659e+01	
 4.0962e+01	 4.9643e+01	
 4.0945e+01	 4.9626e+01	
 4.0928e+01	 4.9609e+01	
 4.0911e+01	 4.9592e+01	
 4.0893e+01	 4.9575e+01	
 4.0876e+01	 4.9559e+01	
 4.0859e+01	 4.9542e+01	
 4.0842e+01	 4.9523e+01	
 4.0826e+01	 4.9506e+01	
 4.0809e+01	 4.9490e+01	
 4.0792e+01	 4.9472e+01	
 4.0776e+01	 4.9455e+01	
 4.0759e+01	 4.9441e+01	
 4.0742e+01	 4.9424e+01	
 4.0726e+01	 4.9408e+01	
 4.0709e+01	 4.9390e+01	
 4.0692e+01	 4.9375e+01	
 4.0676e+01	 4.9359e+01	
 4.0659e+01	 4.9342e+01	
 4.0642e+01	 4.9326e+01	
 4.0626e+01	 4.9308e+01	
 4.0609e+01	 4.9290e+01	
 4.0593e+01	 4.9278e+01	
 4.0577e+01	 4.9261e+01	
 4.0560e+01	 4.9245e+01	
 4.0544e+01	 4.9228e+01	
 4.0528e+01	 4.9212e+01	
 4.0512e+01	 4.9195e+01	
 4.0496e+01	 4.9180e+01	
 4.0480e+01	 4.9163e+01	
 4.0464e+01	 4.9147e+01	
 4.0448e+01	 4.9131e+01	
 4.0433e+01	 4.9114e+01	
 4.0417e+01	 4.9098e+01	
 4.0401e+01	 4.9082e+01	
 4.0386e+01	 4.9066e+01	
 4.0370e+01	 4.9048e+01	
 4.0355e+01	 4.9033e+01	
 4.0339e+01	 4.9016e+01	
 4.0324e+01	 4.9001e+01	
 4.0308e+01	 4.8984e+01	
 4.0293e+01	 4.8968e+01	
 4.0277e+01	 4.8951e+01	
 4.0262e+01	 4.8935e+01	
 4.0247e+01	 4.8919e+01	
 4.0231e+01	 4.8903e+01	
 4.0216e+01	 4.8887e+01	
 4.0201e+01	 4.8872e+01	
 4.0185e+01	 4.8856e+01	
 4.0170e+01	 4.8841e+01	
 4.0155e+01	 4.8825e+01	
 4.0140e+01	 4.8810e+01	
 4.0125e+01	 4.8794e+01	
 4.0110e+01	 4.8779e+01	
 4.0095e+01	 4.8764e+01	
 4.0080e+01	 4.8749e+01	
 4.0065e+01	 4.8734e+01	
 4.0050e+01	 4.8719e+01	
 4.0036e+01	 4.8704e+01	
 4.0021e+01	 4.8689e+01	
 4.0007e+01	 4.8675e+01	
 3.9992e+01	 4.8660e+01	
 3.9978e+01	 4.8645e+01	
 3.9963e+01	 4.8631e+01	
 3.9949e+01	 4.8619e+01	
 3.9934e+01	 4.8604e+01	
 3.9920e+01	 4.8590e+01	
 3.9906e+01	 4.8576e+01	
 3.9892e+01	 4.8562e+01	
 3.9878e+01	 4.8547e+01	
 3.9863e+01	 4.8533e+01	
 3.9849e+01	 4.8519e+01	
 3.9835e+01	 4.8505e+01	
 3.9821e+01	 4.8492e+01	
 3.9807e+01	 4.8479e+01	
 3.9793e+01	 4.8465e+01	
 3.9780e+01	 4.8451e+01	
 3.9766e+01	 4.8437e+01	
 3.9752e+01	 4.8423e+01	
 3.9738e+01	 4.8410e+01	
 3.9725e+01	 4.8396e+01	
 3.9711e+01	 4.8382e+01	
 3.9698e+01	 4.8370e+01	
 3.9684e+01	 4.8355e+01	
 3.9670e+01	 4.8342e+01	
 3.9657e+01	 4.8328e+01	
 3.9643e+01	 4.8315e+01	
 3.9630e+01	 4.8302e+01	
 3.9617e+01	 4.8289e+01	
 3.9603e+01	 4.8275e+01	
 3.9590e+01	 4.8261e+01	
 3.9577e+01	 4.8248e+01	
 3.9563e+01	 4.8236e+01	
 3.9550e+01	 4.8223e+01	
 3.9537e+01	 4.8210e+01	
 3.9524e+01	 4.8196e+01	
 3.9511e+01	 4.8183e+01	
 3.9498e+01	 4.8171e+01	
 3.9485e+01	 4.8154e+01	
 3.9472e+01	 4.8146e+01	
 3.9458e+01	 4.8132e+01	
 3.9446e+01	 4.8116e+01	
 3.9433e+01	 4.8111e+01	
